------------------------------------------------------
1	6	3.1312957222955946
1	10	3.789790613565639
1	12	4.7517486953852
1	14	4.132275642550164
1	17	3.759795053438954
1	20	3.774067523387951
1	23	4.3870411858660745
1	24	3.715973113015714
1	27	3.3769661039087393
1	31	3.820049004334885
1	33	4.023198714650377
1	36	2.903540900246824
1	39	3.755686431105354
1	44	3.3685171194784416
1	47	3.692995991678042
1	49	3.617590702728404
1	51	3.6143036399118067
1	53	3.5719070886070488
1	54	3.2684808183135807
1	56	4.132253768758986
1	60	4.2235676110163
1	61	4.154141903183328
1	62	3.380662438989907
1	64	4.492682369310531
1	65	3.595452095988318
1	67	3.3185642390862995
1	69	3.635345990466217
1	70	3.8064753200309154
1	72	3.31670760043509
1	73	3.615028354133734
1	74	2.7102273745967835
1	76	3.666897041497597
1	78	2.285495365970794
1	80	2.9466832606742543
1	81	3.9373114670222913
1	82	3.6896374073233806
1	84	2.841523029535937
1	85	3.2697463612597377
1	86	3.940357784362722
1	90	3.537800915782116
1	91	3.9470457580076026
1	92	3.8619512141574943
1	96	4.136194194869513
1	97	3.9312506678542953
1	98	4.287001687757509
1	100	4.5248513792397915
1	102	3.0781393500172283
1	103	2.3671801662476444
1	104	2.4446110915551844
1	107	3.7659183576919193
1	108	3.578236294466042
1	112	2.479193281676687
1	113	3.4004596925207937
1	114	4.574559923728234
1	117	4.097203467142152
1	118	3.0881928120908757
1	120	2.0867695398846067
1	121	3.50288384402565
1	125	3.4895137750310257
1	128	3.517937922167575
1	129	4.161980607267012
1	130	3.3738587789552725
1	132	4.12065655617748
1	134	4.325287579328752
1	140	3.320043582783238
1	143	3.9421999877660463
1	145	2.8355041657586546
1	148	3.23952667793611
1	150	3.9667162597024697
1	151	3.8862248740515613
1	154	4.051805364545135
1	155	2.8087986545181134
1	157	4.148957049470154
1	159	3.296053473804526
1	160	3.4953341229868906
1	161	3.6000028472775614
1	163	3.4056392135173734
1	164	3.7891591211226503
1	170	4.430926324756329
1	171	4.24295619970292
1	174	4.583315008099548
1	175	3.9820418466767253
1	177	4.446309727949002
1	180	4.136967982294901
1	183	4.059283373271455
1	184	3.7199676712212173
1	185	4.180020226335898
1	186	3.615574618439562
1	188	3.9197545439710164
1	189	4.315306698959494
1	190	4.199201568514587
1	193	4.173088858717812
1	196	3.823931093715868
1	200	3.980099687277004
1	201	3.833983557291416
1	202	3.8196325596723564
1	206	4.0106475049537975
1	208	4.303118714932361
1	209	4.306573937934681
1	210	4.153261481735365
1	212	3.973908253274963
1	213	4.0203146563407905
1	214	3.6588591530540944
1	215	3.972712462134948
1	218	3.3735824012058755
1	219	3.7095223856290733
1	221	3.715880406735928
1	222	4.077394362391409
1	224	3.616460304190083
1	225	3.038888942360394
1	226	3.670009887897458
1	227	3.3440702918961938
1	228	3.674926724569263
1	229	3.0744063609986103
1	230	3.5481988440461913
1	232	3.4279208639994287
1	233	3.3775121019455305
1	235	3.2658261415080982
1	236	3.8840764828285943
1	241	3.703499335704953
1	242	4.368417664899813
1	243	2.6969250757123935
1	248	3.9090142243898094
1	250	3.369329971385788
1	252	3.0044881744404774
1	253	3.383903774616431
1	254	2.4527729839268027
1	255	3.2102667416678434
1	258	4.385658065097146
1	259	3.3942728962915685
1	260	3.261905365809934
1	262	3.8083756246623706
1	264	3.2877362143176243
1	265	3.9266906645935578
1	266	2.726965313004352
1	267	3.255418408971001
1	272	4.579068445577374
2	13	3.6227830738074416
2	19	4.164283702047239
2	50	4.3928785369754895
2	251	4.4335704252813315
2	257	3.9886568947138747
2	279	3.495192973328226
2	280	3.373940859075664
2	281	3.3310409089566937
2	290	3.2306570968090074
2	292	3.734742166818982
2	297	4.097091261996709
2	298	3.560241720627429
2	299	2.9650414845187623
2	301	3.508818799022822
2	303	4.227457594221539
2	307	3.6849930058050218
2	308	3.415110149869183
2	312	3.526123725310356
2	313	4.547502280807733
2	314	2.1520563699311808
2	315	4.661238416313099
2	316	4.531175569457805
3	245	2.58163008484163
3	264	2.320343824632208
3	272	3.7039875419147137
3	294	2.9727031687280383
3	299	2.3745163648948098
3	300	2.9239449386648717
3	307	2.8826418372210334
3	318	3.4872015081061507
3	323	2.6576160831555407
3	324	2.8069723710481482
3	327	2.97859958752246
3	328	3.4228200537151925
3	330	2.687378009018418
3	331	2.891960264829895
3	332	3.1473237897288935
3	334	2.6513004592235583
3	335	3.498657872354406
3	337	2.721417650630956
3	341	2.2809071484186108
3	343	2.4330227940181346
3	345	3.0174958310872184
3	348	2.694904319329707
3	349	2.519701722545969
3	350	2.643923882063147
3	351	3.0340082398926946
3	354	2.783013598684865
4	50	5.493837755925052
4	260	3.202546931376584
4	264	3.587618441063753
4	288	4.718230490489973
4	294	4.023975774854532
4	303	4.7641218191800885
4	354	4.696557335102751
4	356	4.029271222468901
4	357	5.302318104069285
4	361	3.826652407224837
